Symbol,sector_mode,sector_obs,sector_mode_share,industry_mode,industry_obs,industry_mode_share,industry_variants,debug_theme,has_sector,has_industry,has_debug
PAGEIND,Consumer Cyclical,27,1.0,Other Apparels & Accessories,27,1.0,1,,True,True,False
PARADEEP,Basic Materials,27,1.0,Fertilizers,27,1.0,1,Fertilizer,True,True,True
PATELENG,,0,0.0,,0,0.0,0,,False,False,False
PAYTM,Technology,27,1.0,Internet Software & Services,27,1.0,1,New Gen,True,True,True
PENIND,,0,0.0,,0,0.0,0,,False,False,False
PERSISTENT,Technology,27,1.0,IT Consulting & Software,27,1.0,1,IT (mid),True,True,True
PETRONET,Energy,27,1.0,Oil Marketing & Distribution,27,1.0,1,Oil/gas,True,True,True
PFC,Financial Services,27,1.0,Finance (including NBFCs),27,0.6296296296296297,2,,True,True,False
PFIZER,Healthcare,27,1.0,Pharmaceuticals,27,1.0,1,,True,True,False
PFOCUS,,0,0.0,,0,0.0,0,,False,False,False
PFS,Financial Services,2,1.0,Finance (including NBFCs),2,1.0,1,,True,True,False
PGEL,Technology,19,1.0,Consumer Electronics,19,1.0,1,EMS,True,True,True
PGHH,Consumer Defensive,27,1.0,Personal Products,27,1.0,1,,True,True,False
PGHL,Healthcare,27,1.0,Pharmaceuticals,27,1.0,1,,True,True,False
PGIL,,0,0.0,,0,0.0,0,Textile,False,False,True
PHOENIXLTD,Real Estate,27,1.0,Realty,27,1.0,1,Luxury Consumer,True,True,True
PIDILITIND,Basic Materials,27,1.0,Specialty Chemicals,27,1.0,1,,True,True,False
PIIND,Basic Materials,27,1.0,Agrochemicals,27,1.0,1,Chemicals,True,True,True
PINELABS,,0,0.0,,0,0.0,0,,False,False,False
PIRAMALFIN,,0,0.0,,0,0.0,0,NBFC,False,False,True
PITTIENG,Industrials,27,1.0,Other Electrical Equipment/Products,27,1.0,1,Engineering,True,True,True
PNB,Financial Services,27,1.0,Banks,27,1.0,1,PSU Bank,True,True,True
PNBHOUSING,Financial Services,27,1.0,Housing Finance,27,1.0,1,Housing Fin,True,True,True
PNCINFRA,Industrials,27,1.0,Roads & Highways,27,1.0,1,,True,True,False
PNGJL,,0,0.0,,0,0.0,0,Jewellery,False,False,True
POCL,,0,0.0,,0,0.0,0,,False,False,False
POLICYBZR,Financial Services,27,1.0,Internet Software & Services,27,1.0,1,New Gen,True,True,True
POLYCAB,Industrials,27,1.0,Other Electrical Equipment/Products,27,1.0,1,CABLES,True,True,True
POLYMED,Healthcare,27,1.0,Healthcare Supplies,27,1.0,1,Medical Devices,True,True,True
POONAWALLA,Financial Services,27,1.0,Finance (including NBFCs),27,1.0,1,GOLD,True,True,True
POWERGRID,Utilities,27,1.0,Electric Utilities,27,1.0,1,,True,True,False
POWERINDIA,Technology,27,1.0,Heavy Electrical Equipment,27,1.0,1,Power Equip,True,True,True
POWERMECH,Industrials,27,1.0,Construction & Engineering,27,1.0,1,,True,True,False
PPLPHARMA,Healthcare,27,1.0,Pharmaceuticals,27,1.0,1,,True,True,False
PRAJIND,Industrials,27,1.0,Industrial Machinery,27,0.8148148148148148,2,,True,True,False
PREMIERENE,,0,0.0,,0,0.0,0,Solar,False,False,True
PRESTIGE,Real Estate,27,1.0,Realty,27,1.0,1,Real Estate,True,True,True
PRICOLLTD,Consumer Cyclical,27,1.0,Auto Parts & Equipment,27,1.0,1,,True,True,False
PRINCEPIPE,Industrials,27,0.7777777777777778,Plastic Products,27,1.0,1,,True,True,False
PRIVISCL,Basic Materials,27,1.0,Specialty Chemicals,27,1.0,1,,True,True,False
PRUDENT,Financial Services,27,1.0,Other Financial Services,27,1.0,1,,True,True,False
PSPPROJECT,Industrials,27,1.0,Construction & Engineering,27,1.0,1,,True,True,False
PTC,Utilities,15,1.0,Electric Utilities,15,1.0,1,,True,True,False
PTCIL,Industrials,24,1.0,Other Industrial Products,24,1.0,1,,True,True,False
PVRINOX,Communication Services,26,1.0,Specialty Retail,26,0.6153846153846154,2,,True,True,False
PWL,,0,0.0,,0,0.0,0,,False,False,False
QPOWER,,0,0.0,,0,0.0,0,,False,False,False
RADICO,Consumer Defensive,27,1.0,Breweries & Distilleries,27,1.0,1,Sin Stocks,True,True,True
RAILTEL,Communication Services,23,1.0,Telecom Services,23,1.0,1,,True,True,False
RAIN,Basic Materials,13,1.0,Petrochemicals,13,1.0,1,,True,True,False
RAINBOW,Healthcare,27,1.0,Healthcare Facilities,27,1.0,1,,True,True,False
RALLIS,Basic Materials,27,1.0,Agrochemicals,27,1.0,1,,True,True,False
RAMCOCEM,Basic Materials,27,1.0,Cement & Cement Products,27,1.0,1,,True,True,False
RAMCOSYS,Technology,27,1.0,IT Consulting & Software,27,1.0,1,,True,True,False
RANEHOLDIN,Consumer Cyclical,23,1.0,Holding Companies,23,0.8695652173913043,2,,True,True,False
RATEGAIN,Technology,27,1.0,IT Software Products,27,1.0,1,IT (products),True,True,True
RATNAMANI,Basic Materials,27,1.0,Iron & Steel/Interm.Products,27,1.0,1,,True,True,False
RAYMONDLSL,,0,0.0,,0,0.0,0,,False,False,False
RAYMONDREL,,0,0.0,,0,0.0,0,,False,False,False
RBA,Consumer Cyclical,27,1.0,Restaurants,27,1.0,1,,True,True,False
RBLBANK,Financial Services,27,1.0,Banks,27,1.0,1,Pvt Banks,True,True,True
RECLTD,Financial Services,27,1.0,Finance (including NBFCs),27,0.6296296296296297,2,,True,True,False
REDINGTON,Technology,27,1.0,Commodity Trading & Distribution,27,1.0,1,,True,True,False
REDTAPE,Consumer Cyclical,9,1.0,Footwear,9,1.0,1,,True,True,False
RELIANCE,Energy,32,1.0,Refineries/Petro-Products,32,1.0,1,,True,True,False
RELIGARE,Financial Services,27,1.0,Other Financial Services,27,1.0,1,,True,True,False
REPCOHOME,Financial Services,27,1.0,Housing Finance,27,1.0,1,,True,True,False
RHIM,Industrials,27,1.0,Other Industrial Goods,27,1.0,1,,True,True,False
ROLEXRINGS,Industrials,27,1.0,Auto Parts & Equipment,27,1.0,1,,True,True,False
ROUTE,Communication Services,27,1.0,Internet Software & Services,27,1.0,1,,True,True,False
RPTECH,,0,0.0,,0,0.0,0,,False,False,False
RRKABEL,Industrials,9,1.0,Other Electrical Equipment/Products,9,1.0,1,CABLES,True,True,True
RUBICON,,0,0.0,,0,0.0,0,,False,False,False
SAATVIKGL,,0,0.0,,0,0.0,0,,False,False,False
SAFARI,Consumer Cyclical,27,1.0,Other Apparels & Accessories,27,1.0,1,,True,True,False
SAGILITY,,0,0.0,,0,0.0,0,IT (mid),False,False,True
SAIL,Basic Materials,27,1.0,Iron & Steel/Interm.Products,27,1.0,1,Steel,True,True,True
SAILIFE,,0,0.0,,0,0.0,0,Cdmo,False,False,True
SAMBHV,,0,0.0,,0,0.0,0,,False,False,False
SAMHI,Consumer Cyclical,9,1.0,Hotels,9,1.0,1,HOTELS,True,True,True
SANATHAN,,0,0.0,,0,0.0,0,,False,False,False
SANDHAR,Consumer Cyclical,27,1.0,Auto Parts & Equipment,27,1.0,1,,True,True,False
SANDUMA,Basic Materials,13,1.0,Mining,13,1.0,1,,True,True,False
SANOFI,Healthcare,24,1.0,Pharmaceuticals,24,1.0,1,,True,True,False
SANOFICONR,,0,0.0,,0,0.0,0,,False,False,False
SANSERA,Industrials,27,1.0,Auto Parts & Equipment,27,1.0,1,Engineering,True,True,True
SAPPHIRE,Consumer Cyclical,27,1.0,Restaurants,27,1.0,1,,True,True,False
SARDAEN,Basic Materials,15,1.0,Iron & Steel/Interm.Products,15,1.0,1,Metals,True,True,True
SAREGAMA,Communication Services,12,1.0,Movies & Entertainment,12,1.0,1,Music,True,True,True
SBCL,Industrials,21,1.0,Other Industrial Goods,21,1.0,1,,True,True,False
SBFC,Financial Services,10,1.0,Finance (including NBFCs),10,1.0,1,NBFC,True,True,True
SBICARD,Financial Services,27,1.0,Finance (including NBFCs),27,1.0,1,,True,True,False
SBILIFE,Financial Services,27,1.0,Life Insurance,27,1.0,1,Insurance,True,True,True
SBIN,Financial Services,27,1.0,Banks,27,1.0,1,PSU Bank,True,True,True
SCHAEFFLER,Consumer Cyclical,27,1.0,Auto Parts & Equipment,27,1.0,1,,True,True,False
SCHNEIDER,Industrials,27,1.0,Heavy Electrical Equipment,27,1.0,1,,True,True,False
SENCO,Consumer Cyclical,9,1.0,Gems & Jewellery,9,1.0,1,,True,True,False
SENORES,,0,0.0,,0,0.0,0,Cdmo,False,False,True
SFL,Consumer Cyclical,27,1.0,Furniture-Furnishing-Paints,27,1.0,1,,True,True,False
SHAILY,Basic Materials,27,1.0,Plastic Products,27,1.0,1,Medical Devices,True,True,True
SHAKTIPUMP,,0,0.0,,0,0.0,0,,False,False,False
SHARDACROP,Basic Materials,27,1.0,Agrochemicals,27,1.0,1,,True,True,False
SHARDAMOTR,,0,0.0,,0,0.0,0,,False,False,False
SHILPAMED,Healthcare,15,1.0,Pharmaceuticals,15,1.0,1,Pharma,True,True,True
SHK,Basic Materials,16,0.625,Personal Products,16,1.0,1,,True,True,False
SHOPERSTOP,Consumer Cyclical,27,1.0,Department Stores,27,1.0,1,,True,True,False
SHREECEM,Basic Materials,27,1.0,Cement & Cement Products,27,1.0,1,Cement,True,True,True
SHRIPISTON,Consumer Cyclical,13,1.0,Industrial Machinery,13,1.0,1,Auto Comp,True,True,True
SHRIRAMFIN,Financial Services,32,1.0,Finance (including NBFCs),32,1.0,1,NBFC,True,True,True
SHRIRAMPPS,Real Estate,8,1.0,Realty,8,1.0,1,,True,True,False
SHYAMMETL,Basic Materials,27,1.0,Iron & Steel/Interm.Products,27,1.0,1,Metals,True,True,True
SIEMENS,Industrials,27,1.0,Heavy Electrical Equipment,27,1.0,1,,True,True,False
SIGNATURE,Real Estate,9,1.0,Realty,9,1.0,1,Real Estate,True,True,True
SIS,Industrials,27,1.0,Misc. Commercial Services,27,1.0,1,,True,True,False
SJS,Consumer Cyclical,27,1.0,Auto Parts & Equipment,27,1.0,1,Auto Comp,True,True,True
SKFINDIA,Industrials,27,1.0,Other Industrial Goods,27,1.0,1,,True,True,False
SKFINDUS,,0,0.0,,0,0.0,0,,False,False,False
SKIPPER,,0,0.0,,0,0.0,0,,False,False,False
SKYGOLD,,0,0.0,,0,0.0,0,,False,False,False
SMARTWORKS,,0,0.0,,0,0.0,0,,False,False,False
SMSPHARMA,,0,0.0,,0,0.0,0,,False,False,False
SOBHA,Real Estate,27,1.0,Realty,27,1.0,1,Real Estate,True,True,True
SOLARINDS,Basic Materials,27,1.0,Other Industrial Products,27,1.0,1,,True,True,False
SOMANYCERA,Industrials,25,1.0,Furniture-Furnishing-Paints,25,1.0,1,,True,True,False
SONACOMS,Consumer Cyclical,27,1.0,Auto Parts & Equipment,27,1.0,1,,True,True,False
SONATSOFTW,Technology,27,1.0,IT Consulting & Software,27,1.0,1,,True,True,False
SOTL,,0,0.0,,0,0.0,0,,False,False,False
SOUTHBANK,Financial Services,27,1.0,Banks,27,1.0,1,,True,True,False
SPAL,Consumer Cyclical,27,1.0,Other Apparels & Accessories,27,1.0,1,,True,True,False
SPANDANA,Financial Services,21,1.0,Finance (including NBFCs),21,1.0,1,,True,True,False
SPARC,Healthcare,27,1.0,Pharmaceuticals,27,1.0,1,,True,True,False
SPICEJET,,0,0.0,,0,0.0,0,,False,False,False
SPLPETRO,Basic Materials,27,1.0,Petrochemicals,27,1.0,1,,True,True,False
SRF,Basic Materials,27,1.0,Specialty Chemicals,27,1.0,1,Chemicals,True,True,True
SSWL,Consumer Cyclical,23,1.0,Auto Parts & Equipment,23,1.0,1,,True,True,False
STAR,Healthcare,27,1.0,Pharmaceuticals,27,1.0,1,Pharma,True,True,True
STARCEMENT,Basic Materials,27,1.0,Cement & Cement Products,27,1.0,1,,True,True,False
STARHEALTH,Financial Services,27,1.0,General Insurance,27,1.0,1,,True,True,False
STLTECH,,0,0.0,,0,0.0,0,,False,False,False
STOVEKRAFT,Consumer Cyclical,24,1.0,Houseware,24,1.0,1,,True,True,False
STUDDS,,0,0.0,,0,0.0,0,,False,False,False
STYL,,0,0.0,,0,0.0,0,,False,False,False
STYLAMIND,Consumer Cyclical,27,1.0,Forest Products,27,1.0,1,,True,True,False
STYRENIX,Basic Materials,27,1.0,Specialty Chemicals,27,1.0,1,Plastics,True,True,True
SUBROS,Consumer Cyclical,27,1.0,Auto Parts & Equipment,27,1.0,1,,True,True,False
SUDARSCHEM,Basic Materials,27,1.0,Specialty Chemicals,27,1.0,1,Chemicals,True,True,True
SUDEEPPHRM,,0,0.0,,0,0.0,0,,False,False,False
SULA,Consumer Defensive,27,1.0,Breweries & Distilleries,27,1.0,1,,True,True,False
SUMICHEM,Basic Materials,27,1.0,Agrochemicals,27,1.0,1,,True,True,False
SUNCLAY,Industrials,9,1.0,Auto Parts & Equipment,9,1.0,1,,True,True,False
SUNDARMFIN,Financial Services,27,1.0,Finance (including NBFCs),27,1.0,1,,True,True,False
SUNDRMFAST,,0,0.0,,0,0.0,0,,False,False,False
SUNPHARMA,Healthcare,27,1.0,Pharmaceuticals,27,1.0,1,,True,True,False
SUNTV,Communication Services,27,1.0,Broadcasting & Cable TV,27,1.0,1,,True,True,False
SUPRAJIT,Consumer Cyclical,27,1.0,Auto Parts & Equipment,27,1.0,1,,True,True,False
SUPREMEIND,Industrials,27,1.0,Plastic Products,27,1.0,1,Plastics,True,True,True
SUPRIYA,Healthcare,25,1.0,Pharmaceuticals,25,1.0,1,,True,True,False
SURAKSHA,,0,0.0,,0,0.0,0,,False,False,False
SURYAROSNI,Basic Materials,15,1.0,Iron & Steel Products,15,1.0,1,,True,True,False
SUZLON,Industrials,25,1.0,Heavy Electrical Equipment,25,1.0,1,Wind,True,True,True
SWANCORP,,0,0.0,,0,0.0,0,,False,False,False
SWIGGY,,0,0.0,,0,0.0,0,New Gen,False,False,True
SYMPHONY,Consumer Cyclical,27,1.0,Consumer Electronics,27,1.0,1,,True,True,False
SYNGENE,Healthcare,27,1.0,Pharmaceuticals,27,1.0,1,,True,True,False
SYRMA,Technology,27,1.0,Other Electrical Equipment/Products,27,1.0,1,EMS,True,True,True
TARC,,0,0.0,,0,0.0,0,,False,False,False
TARIL,,0,0.0,,0,0.0,0,Power Equip,False,False,True
TATACAP,,0,0.0,,0,0.0,0,,False,False,False
TATACHEM,Basic Materials,27,1.0,Commodity Chemicals,27,1.0,1,,True,True,False
TATACOMM,Communication Services,27,1.0,Other Telecom Services,27,1.0,1,Telecom,True,True,True
TATACONSUM,Consumer Defensive,27,1.0,Packaged Foods,27,0.6296296296296297,2,,True,True,False
TATAELXSI,Technology,27,1.0,IT Consulting & Software,27,1.0,1,IT (mid),True,True,True
TATAPOWER,Utilities,27,1.0,Electric Utilities,27,1.0,1,,True,True,False
TATASTEEL,Basic Materials,27,1.0,Iron & Steel/Interm.Products,27,1.0,1,Steel,True,True,True
TATATECH,Technology,9,1.0,IT Software Products,9,1.0,1,,True,True,False
TATVA,Basic Materials,27,1.0,Specialty Chemicals,27,1.0,1,,True,True,False
TBOTEK,,0,0.0,,0,0.0,0,Travel,False,False,True
TCI,Industrials,27,1.0,Surface Transportation,27,1.0,1,,True,True,False
TCPLPACK,Consumer Cyclical,27,1.0,Paper & Paper Products,27,0.6296296296296297,2,,True,True,False
TCS,Technology,27,1.0,IT Consulting & Software,27,1.0,1,,True,True,False
TDPOWERSYS,Industrials,27,1.0,Heavy Electrical Equipment,27,1.0,1,,True,True,False
TEAMLEASE,Industrials,27,1.0,Misc. Commercial Services,27,1.0,1,,True,True,False
TECHM,Technology,27,1.0,IT Consulting & Software,27,1.0,1,,True,True,False
TECHNOE,Industrials,27,1.0,Electric Utilities,27,1.0,1,Data Centers,True,True,True
TEGA,Industrials,27,1.0,Mining,27,1.0,1,Mine Supply,True,True,True
TENNIND,,0,0.0,,0,0.0,0,,False,False,False
TEXRAIL,Industrials,27,1.0,Construction & Engineering,27,1.0,1,Railway,True,True,True
THANGAMAYL,Consumer Cyclical,27,1.0,Gems & Jewellery,27,1.0,1,Jewellery,True,True,True
THELEELA,,0,0.0,,0,0.0,0,,False,False,False
THERMAX,Industrials,27,1.0,Heavy Electrical Equipment,27,1.0,1,,True,True,False
THOMASCOOK,Consumer Cyclical,27,1.0,Travel Support Services,27,1.0,1,,True,True,False
THYROCARE,Healthcare,27,1.0,Healthcare Services,27,1.0,1,Diagnostics,True,True,True
TI,Consumer Defensive,15,1.0,Breweries & Distilleries,15,1.0,1,Sin Stocks,True,True,True
TIIL,Industrials,15,1.0,Iron & Steel Products,15,1.0,1,,True,True,False
TIINDIA,Industrials,27,0.7777777777777778,Auto Parts & Equipment,27,1.0,1,,True,True,False
TIMETECHNO,Consumer Cyclical,25,1.0,Plastic Products,25,1.0,1,Plastics,True,True,True
TIMKEN,Industrials,27,1.0,Other Industrial Products,27,1.0,1,,True,True,False
TIPSMUSIC,,0,0.0,,0,0.0,0,Music,False,False,True
TIRUMALCHM,Basic Materials,15,1.0,Commodity Chemicals,15,1.0,1,,True,True,False
TITAGARH,Industrials,25,1.0,Commercial Vehicles,25,1.0,1,Railway,True,True,True
TITAN,Consumer Cyclical,27,1.0,Gems & Jewellery,27,1.0,1,Jewellery,True,True,True
TMCV,,0,0.0,,0,0.0,0,,False,False,False
TMPV,,0,0.0,,0,0.0,0,,False,False,False
TORNTPHARM,Healthcare,27,1.0,Pharmaceuticals,27,1.0,1,Pharma,True,True,True
TORNTPOWER,Utilities,27,1.0,Electric Utilities,27,1.0,1,,True,True,False
TRANSRAILL,,0,0.0,,0,0.0,0,,False,False,False
TRAVELFOOD,,0,0.0,,0,0.0,0,,False,False,False
TRENT,Consumer Cyclical,27,1.0,Department Stores,27,1.0,1,Retail,True,True,True
TRITURBINE,Industrials,27,1.0,Heavy Electrical Equipment,27,1.0,1,,True,True,False
TRIVENI,Consumer Defensive,27,1.0,Sugar,27,1.0,1,,True,True,False
TRUALT,,0,0.0,,0,0.0,0,,False,False,False
TTKPRESTIG,Consumer Cyclical,27,1.0,Houseware,27,1.0,1,,True,True,False
TVSHLTD,Consumer Cyclical,10,1.0,Auto Parts & Equipment,10,1.0,1,,True,True,False
TVSMOTOR,Consumer Cyclical,27,1.0,2/3 Wheelers,27,1.0,1,2w,True,True,True
UBL,Consumer Defensive,27,1.0,Breweries & Distilleries,27,1.0,1,Sin Stocks,True,True,True
UJJIVANSFB,Financial Services,27,1.0,Banks,27,1.0,1,Pvt Banks,True,True,True
ULTRACEMCO,Basic Materials,27,1.0,Cement & Cement Products,27,1.0,1,Cement,True,True,True
UNIECOM,,0,0.0,,0,0.0,0,,False,False,False
UNIMECH,,0,0.0,,0,0.0,0,,False,False,False
UNIONBANK,Financial Services,27,1.0,Banks,27,1.0,1,PSU Bank,True,True,True
UNITDSPR,Consumer Defensive,6,1.0,Breweries & Distilleries,6,1.0,1,Sin Stocks,True,True,True
UNIVCABLES,Industrials,17,1.0,Other Electrical Equipment/Products,17,1.0,1,,True,True,False
UNOMINDA,Consumer Cyclical,27,1.0,Auto Parts & Equipment,27,1.0,1,,True,True,False
UPL,Basic Materials,27,1.0,Agrochemicals,27,1.0,1,Fertilizer,True,True,True
URBANCO,,0,0.0,,0,0.0,0,,False,False,False
USHAMART,Basic Materials,27,1.0,Iron & Steel Products,27,1.0,1,Metal Wires,True,True,True
UTIAMC,Financial Services,27,1.0,Asset Management Cos.,27,1.0,1,,True,True,False
V2RETAIL,Consumer Cyclical,2,1.0,Department Stores,2,1.0,1,Retail,True,True,True
VARROC,Consumer Cyclical,27,1.0,Auto Parts & Equipment,27,1.0,1,,True,True,False
VBL,Consumer Defensive,27,1.0,Non-alcoholic Beverages,27,1.0,1,,True,True,False
VEDL,Basic Materials,18,1.0,Aluminium and Aluminium Products,18,1.0,1,Metal Mines,True,True,True
VENTIVE,,0,0.0,,0,0.0,0,HOTELS,False,False,True
VENUSPIPES,Basic Materials,27,1.0,Iron & Steel Products,27,1.0,1,,True,True,False
VESUVIUS,Industrials,27,1.0,Other Industrial Goods,27,1.0,1,,True,True,False
VGUARD,Industrials,27,1.0,Other Electrical Equipment/Products,27,1.0,1,,True,True,False
VIJAYA,Healthcare,27,1.0,Healthcare Services,27,1.0,1,Diagnostics,True,True,True
VIKRAMSOLR,,0,0.0,,0,0.0,0,Solar,False,False,True
VINATIORGA,Basic Materials,27,1.0,Specialty Chemicals,27,1.0,1,,True,True,False
VINCOFE,,0,0.0,,0,0.0,0,,False,False,False
VIPIND,Consumer Cyclical,27,1.0,Other Apparels & Accessories,27,1.0,1,,True,True,False
VISHNU,Basic Materials,23,1.0,Specialty Chemicals,23,1.0,1,,True,True,False
VMART,Consumer Cyclical,27,1.0,Department Stores,27,1.0,1,Retail,True,True,True
VMM,,0,0.0,,0,0.0,0,Retail,False,False,True
VOLTAMP,Industrials,27,1.0,Heavy Electrical Equipment,27,1.0,1,,True,True,False
VOLTAS,Industrials,27,1.0,Consumer Electronics,27,1.0,1,AIRCON,True,True,True
VRLLOG,Industrials,27,1.0,Transportation - Logistics,27,1.0,1,,True,True,False
VSTIND,Consumer Defensive,27,1.0,Cigarettes-Tobacco Products,27,1.0,1,,True,True,False
VSTTILLERS,Industrials,27,1.0,Commercial Vehicles,27,1.0,1,,True,True,False
VTL,Consumer Cyclical,27,1.0,Textiles,27,1.0,1,,True,True,False
WAAREEENER,,0,0.0,,0,0.0,0,Solar,False,False,True
WABAG,Industrials,19,1.0,Utilities:Non-Electrical,19,1.0,1,Water,True,True,True
WAKEFIT,,0,0.0,,0,0.0,0,,False,False,False
WELCORP,Basic Materials,27,1.0,Iron & Steel Products,27,0.8148148148148148,2,Water,True,True,True
WENDT,Industrials,27,1.0,Industrial Machinery,27,1.0,1,,True,True,False
WESTLIFE,Consumer Cyclical,27,1.0,Restaurants,27,1.0,1,,True,True,False
WEWORK,,0,0.0,,0,0.0,0,,False,False,False
WHEELS,Consumer Cyclical,27,1.0,Auto Parts & Equipment,27,1.0,1,,True,True,False
WHIRLPOOL,Consumer Cyclical,27,1.0,Consumer Electronics,27,1.0,1,,True,True,False
WINDLAS,Healthcare,9,1.0,Pharmaceuticals,9,1.0,1,,True,True,False
WIPRO,Technology,27,1.0,IT Consulting & Software,27,1.0,1,,True,True,False
WOCKPHARMA,Healthcare,15,1.0,Pharmaceuticals,15,1.0,1,Pharma,True,True,True
WSTCSTPAPR,Basic Materials,27,1.0,Paper & Paper Products,27,1.0,1,,True,True,False
XPROINDIA,,0,0.0,,0,0.0,0,,False,False,False
YATHARTH,Healthcare,9,1.0,Healthcare Facilities,9,1.0,1,Hospitals,True,True,True
YATRA,Consumer Cyclical,9,1.0,Travel Support Services,9,1.0,1,Travel,True,True,True
YESBANK,Financial Services,6,1.0,Banks,6,1.0,1,Pvt Banks,True,True,True
ZAGGLE,Technology,9,1.0,IT Software Products,9,1.0,1,New Gen,True,True,True
ZEEL,Communication Services,27,1.0,Broadcasting & Cable TV,27,1.0,1,,True,True,False
ZENSARTECH,Technology,27,1.0,IT Consulting & Software,27,1.0,1,,True,True,False
ZENTEC,Industrials,15,1.0,Defence,15,1.0,1,,True,True,False
ZFCVINDIA,Consumer Cyclical,27,1.0,Auto Parts & Equipment,27,1.0,1,,True,True,False
ZOTA,,0,0.0,,0,0.0,0,,False,False,False
ZYDUSLIFE,Healthcare,27,1.0,Pharmaceuticals,27,1.0,1,,True,True,False
ZYDUSWELL,Consumer Defensive,27,1.0,Packaged Foods,27,1.0,1,,True,True,False
