theme_id,theme_name,symbol,role,outlier_score,corr_with_theme_moves,med_abs_resid,rank_volatility,median_rank_norm,obs_months
IND::Pharmaceuticals::B::A::B::B,Pharmaceuticals - Cluster B,DRREDDY,Core,0.003,0.2317,0.1097,0.1083,0.4182,50
IND::Pharmaceuticals::B::A::B::B,Pharmaceuticals - Cluster B,LUPIN,Core,0.1158,0.3976,0.1352,0.1957,0.1551,50
IND::Pharmaceuticals::B::A::B::B,Pharmaceuticals - Cluster B,GLENMARK,Core,0.1555,0.3268,0.1549,0.0957,0.16,50
IND::Pharmaceuticals::B::A::B::B,Pharmaceuticals - Cluster B,STAR,Core,0.5094,0.3054,0.1745,0.119,0.1163,50
IND::Pharmaceuticals::B::A::B::B,Pharmaceuticals - Cluster B,ORCHPHARMA,B,0.5366,0.3931,0.1247,0.3354,0.3589,47
IND::Pharmaceuticals::B::A::B::B,Pharmaceuticals - Cluster B,AUROPHARMA,B,0.9173,0.35,0.1755,0.2609,0.2457,50
IND::Pharmaceuticals::B::A::B::B,Pharmaceuticals - Cluster B,PFIZER,B,1.2688,0.5513,0.2767,0.226,0.5857,50
IND::IT Consulting & Software::B::B::A,IT Consulting & Software - Cluster A,MPHASIS,A,-0.7486,0.6134,0.113,0.1599,0.4543,50
IND::IT Consulting & Software::B::B::A,IT Consulting & Software - Cluster A,HCLTECH,A,-0.6532,0.5831,0.0833,0.186,0.3923,50
IND::IT Consulting & Software::B::B::A,IT Consulting & Software - Cluster A,LTIM,A,-0.6158,0.7957,0.1312,0.2104,0.508,50
IND::IT Consulting & Software::B::B::A,IT Consulting & Software - Cluster A,LTTS,Core,-0.5288,0.5855,0.0672,0.2142,0.5149,50
IND::IT Consulting & Software::B::B::A,IT Consulting & Software - Cluster A,TCS,Core,-0.427,0.5428,0.1324,0.1677,0.5661,50
IND::IT Consulting & Software::B::B::A,IT Consulting & Software - Cluster A,TECHM,Core,-0.4003,0.5913,0.1718,0.1546,0.4282,50
IND::IT Consulting & Software::B::B::A,IT Consulting & Software - Cluster A,INFY,Core,-0.3297,0.4645,0.1201,0.1688,0.608,50
IND::IT Consulting & Software::B::B::A,IT Consulting & Software - Cluster A,MASTEK,Core,-0.1694,0.3893,0.1207,0.169,0.66,48
IND::IT Consulting & Software::B::B::A,IT Consulting & Software - Cluster A,WIPRO,Core,-0.0748,0.4848,0.1591,0.1773,0.6228,50
IND::IT Consulting & Software::B::B::A,IT Consulting & Software - Cluster A,TATAELXSI,Core,0.0897,0.4545,0.2052,0.1561,0.7549,50
IND::IT Consulting & Software::B::B::A,IT Consulting & Software - Cluster A,PERSISTENT,Core,0.1769,0.6353,0.2594,0.1738,0.1914,50
IND::IT Consulting & Software::B::B::A,IT Consulting & Software - Cluster A,COFORGE,Core,0.2906,0.5573,0.1758,0.2298,0.2345,50
IND::IT Consulting & Software::B::B::A,IT Consulting & Software - Cluster A,ANGELONE,Core,0.6441,0.5331,0.16,0.2797,0.5252,50
IND::IT Consulting & Software::B::B::A,IT Consulting & Software - Cluster A,ZENSARTECH,Core,0.6628,0.2774,0.2299,0.1641,0.2362,50
IND::IT Consulting & Software::B::B::A,IT Consulting & Software - Cluster A,CIGNITITEC,Core,1.3575,0.2538,0.325,0.1751,0.2684,42
IND::IT Consulting & Software::B::B::A,IT Consulting & Software - Cluster A,KPITTECH,Core,1.5269,0.2272,0.1759,0.2998,0.5168,50
IND::IT Consulting & Software::B::B::A,IT Consulting & Software - Cluster A,CYIENT,B,2.1771,0.4418,0.2622,0.3735,0.7794,50
IND::IT Consulting & Software::B::B::A,IT Consulting & Software - Cluster A,BSOFT,B,2.3543,0.4474,0.2827,0.3821,0.6584,50
IND::IT Consulting & Software::B::B::A,IT Consulting & Software - Cluster A,SONATSOFTW,B,2.5962,0.3594,0.2795,0.392,0.7818,50
IND::IT Consulting & Software::B::B::B,IT Consulting & Software - Cluster B,OFSS,A,-0.5111,0.5448,0.1087,0.2749,0.507,50
IND::IT Consulting & Software::B::B::B,IT Consulting & Software - Cluster B,NEWGEN,Core,-0.2863,0.5111,0.0791,0.315,0.2564,46
IND::IT Consulting & Software::B::B::B,IT Consulting & Software - Cluster B,NETWEB,Core,-0.091,0.6976,0.199,0.3187,0.1684,32
IND::IT Consulting & Software::B::B::B,IT Consulting & Software - Cluster B,ECLERX,B,0.0434,0.4268,0.1976,0.2168,0.2052,50
IND::Finance (including NBFCs)::A,Finance (including NBFCs) - Cluster A,CGCL,A,-1.2292,0.6337,0.0231,0.1784,0.6851,50
IND::Finance (including NBFCs)::A,Finance (including NBFCs) - Cluster A,MASFIN,A,-0.6314,0.6525,0.0652,0.242,0.6444,50
IND::Finance (including NBFCs)::A,Finance (including NBFCs) - Cluster A,JIOFIN,Core,-0.3693,0.6419,0.1029,0.2247,0.5364,33
IND::Finance (including NBFCs)::A,Finance (including NBFCs) - Cluster A,PFS,Core,-0.2744,0.5414,0.1373,0.1173,0.6936,23
IND::Finance (including NBFCs)::A,Finance (including NBFCs) - Cluster A,FEDFINA,B,1.4313,0.3821,0.1387,0.3511,0.7573,31
IND::Finance (including NBFCs)::A,Finance (including NBFCs) - Cluster A,IRFC,B,3.3187,0.126,0.3244,0.2467,0.5484,46
IND::Finance (including NBFCs)::B,Finance (including NBFCs) - Cluster B,CHOLAFIN,A,-1.0121,0.6331,0.1014,0.2163,0.1876,50
IND::Finance (including NBFCs)::B,Finance (including NBFCs) - Cluster B,SBFC,A,-0.9318,0.5266,0.0742,0.2384,0.3364,33
IND::Finance (including NBFCs)::B,Finance (including NBFCs) - Cluster B,SUNDARMFIN,A,-0.5892,0.3377,0.1179,0.1808,0.254,50
IND::Finance (including NBFCs)::B,Finance (including NBFCs) - Cluster B,MUTHOOTFIN,Core,-0.5437,0.5704,0.1971,0.1661,0.1711,50
IND::Finance (including NBFCs)::B,Finance (including NBFCs) - Cluster B,SHRIRAMFIN,Core,-0.4963,0.4574,0.188,0.144,0.1538,50
IND::Finance (including NBFCs)::B,Finance (including NBFCs) - Cluster B,FIVESTAR,Core,-0.4551,0.6626,0.2186,0.1985,0.6025,50
IND::Finance (including NBFCs)::B,Finance (including NBFCs) - Cluster B,CREDITACC,Core,-0.3307,0.5198,0.1278,0.326,0.3455,50
IND::Finance (including NBFCs)::B,Finance (including NBFCs) - Cluster B,BAJFINANCE,Core,-0.2025,0.5226,0.1795,0.2777,0.346,50
IND::Finance (including NBFCs)::B,Finance (including NBFCs) - Cluster B,M&MFIN,Core,0.0415,0.3512,0.1805,0.2713,0.542,50
IND::Finance (including NBFCs)::B,Finance (including NBFCs) - Cluster B,POONAWALLA,Core,0.0448,0.169,0.1331,0.2697,0.3854,50
IND::Finance (including NBFCs)::B,Finance (including NBFCs) - Cluster B,MANAPPURAM,Core,0.1496,0.1009,0.164,0.2174,0.2397,50
IND::Finance (including NBFCs)::B,Finance (including NBFCs) - Cluster B,SBICARD,Core,0.2776,0.4306,0.2277,0.2987,0.7068,50
IND::Finance (including NBFCs)::B,Finance (including NBFCs) - Cluster B,FUSION,Core,0.9095,0.3184,0.313,0.293,0.7225,48
IND::Finance (including NBFCs)::B,Finance (including NBFCs) - Cluster B,PFC,B,0.9982,0.2533,0.2956,0.3198,0.3295,50
IND::Finance (including NBFCs)::B,Finance (including NBFCs) - Cluster B,SPANDANA,B,1.1724,0.273,0.3371,0.3108,0.9016,44
IND::Finance (including NBFCs)::B,Finance (including NBFCs) - Cluster B,RECLTD,B,2.064,0.0484,0.3934,0.3819,0.2904,50
UNCLASSIFIED::A::B,Unclassified - Cluster B,THELEELA,A,-1.1266,,0.0,0.0482,0.3102,3
UNCLASSIFIED::A::B,Unclassified - Cluster B,AWL,A,-0.5102,0.4412,0.1021,0.1182,0.7428,23
UNCLASSIFIED::A::B,Unclassified - Cluster B,SPICEJET,A,-0.4241,0.5894,0.1818,0.1557,0.9088,23
UNCLASSIFIED::A::B,Unclassified - Cluster B,PATELENG,Core,0.0128,0.3491,0.1775,0.0796,0.9072,23
UNCLASSIFIED::A::B,Unclassified - Cluster B,MUTHOOTMF,Core,0.0256,0.5272,0.1669,0.3183,0.8116,21
UNCLASSIFIED::A::B,Unclassified - Cluster B,PFOCUS,Core,0.533,0.4852,0.2655,0.2807,0.3827,23
UNCLASSIFIED::A::B,Unclassified - Cluster B,GMRAIRPORT,B,0.6948,0.4122,0.2836,0.2279,0.3234,21
UNCLASSIFIED::A::B,Unclassified - Cluster B,BAJAJHFL,B,0.8505,0.2133,0.2439,0.1516,0.7988,17
UNCLASSIFIED::A::B,Unclassified - Cluster B,NORTHARC,B,1.0561,0.1983,0.24,0.2353,0.2622,17
IND::Specialty Chemicals::A,Specialty Chemicals - Cluster A,FLUOROCHEM,A,-1.0748,0.5764,0.0782,0.2143,0.629,50
IND::Specialty Chemicals::A,Specialty Chemicals - Cluster A,VINATIORGA,A,-0.6389,0.4336,0.094,0.1804,0.6542,50
IND::Specialty Chemicals::A,Specialty Chemicals - Cluster A,ATUL,A,-0.6138,0.4403,0.0702,0.2217,0.704,50
IND::Specialty Chemicals::A,Specialty Chemicals - Cluster A,PIDILITIND,Core,-0.5786,0.3924,0.1207,0.1271,0.5104,50
IND::Specialty Chemicals::A,Specialty Chemicals - Cluster A,CLEAN,Core,-0.5575,0.4619,0.122,0.191,0.7828,50
IND::Specialty Chemicals::A,Specialty Chemicals - Cluster A,JUBLINGREA,Core,-0.4213,0.4483,0.0868,0.2567,0.5104,50
IND::Specialty Chemicals::A,Specialty Chemicals - Cluster A,AARTIIND,Core,-0.1524,0.4667,0.2037,0.1966,0.8276,50
IND::Specialty Chemicals::A,Specialty Chemicals - Cluster A,SRF,Core,0.2227,0.3745,0.1497,0.277,0.5381,50
IND::Specialty Chemicals::A,Specialty Chemicals - Cluster A,VISHNU,Core,0.4577,0.3423,0.1553,0.3013,0.4155,45
IND::Specialty Chemicals::A,Specialty Chemicals - Cluster A,BASF,Core,0.5782,0.4191,0.2705,0.2567,0.6285,50
IND::Specialty Chemicals::A,Specialty Chemicals - Cluster A,SUDARSCHEM,Core,1.1281,0.1905,0.2013,0.2813,0.3137,50
IND::Specialty Chemicals::A,Specialty Chemicals - Cluster A,PRIVISCL,B,1.2049,0.2917,0.2232,0.3616,0.4328,50
IND::Specialty Chemicals::A,Specialty Chemicals - Cluster A,AETHER,B,1.6429,0.0278,0.2309,0.233,0.7835,50
IND::Specialty Chemicals::A,Specialty Chemicals - Cluster A,STYRENIX,B,2.4364,-0.0811,0.2646,0.2964,0.3513,50
IND::Specialty Chemicals::B,Specialty Chemicals - Cluster B,FINEORG,A,-0.7835,0.606,0.0739,0.1777,0.6571,50
IND::Specialty Chemicals::B,Specialty Chemicals - Cluster B,GALAXYSURF,A,-0.2861,0.458,0.124,0.1159,0.7412,50
IND::Specialty Chemicals::B,Specialty Chemicals - Cluster B,DCMSHRIRAM,Core,-0.2283,0.6148,0.1176,0.2302,0.5051,50
IND::Specialty Chemicals::B,Specialty Chemicals - Cluster B,CHEMPLASTS,Core,0.2063,0.1569,0.1297,0.1483,0.7195,50
IND::Specialty Chemicals::B,Specialty Chemicals - Cluster B,NEOGEN,B,1.1379,0.2296,0.1993,0.2752,0.747,48
IND::Specialty Chemicals::B,Specialty Chemicals - Cluster B,TATVA,B,1.5606,0.4158,0.2375,0.3757,0.9722,44
IND::Auto Parts & Equipment::B::B::B,Auto Parts & Equipment - Cluster B,SCHAEFFLER,A,-1.7364,0.7544,0.1016,0.2034,0.5213,50
IND::Auto Parts & Equipment::B::B::B,Auto Parts & Equipment - Cluster B,UNOMINDA,A,-1.4434,0.5899,0.1178,0.1349,0.3102,50
IND::Auto Parts & Equipment::B::B::B,Auto Parts & Equipment - Cluster B,CRAFTSMAN,A,0.0782,0.33,0.1822,0.2741,0.2197,50
IND::Auto Parts & Equipment::B::B::B,Auto Parts & Equipment - Cluster B,SUBROS,Core,0.0797,0.0802,0.1121,0.2162,0.4221,50
IND::Auto Parts & Equipment::B::B::B,Auto Parts & Equipment - Cluster B,GABRIEL,Core,0.0873,0.2795,0.2106,0.184,0.1262,50
IND::Auto Parts & Equipment::B::B::B,Auto Parts & Equipment - Cluster B,EXIDEIND,Core,0.2136,0.4355,0.2484,0.2701,0.3557,50
IND::Auto Parts & Equipment::B::B::B,Auto Parts & Equipment - Cluster B,ARE&M,B,0.3463,0.3672,0.2402,0.2734,0.5235,39
IND::Auto Parts & Equipment::B::B::B,Auto Parts & Equipment - Cluster B,DIVGIITTS,B,0.558,0.3594,0.2589,0.2961,0.708,41
IND::Auto Parts & Equipment::B::B::B,Auto Parts & Equipment - Cluster B,AUTOAXLES,B,1.7796,-0.0156,0.3426,0.2189,0.7681,48
IND::Industrial Machinery::B,Industrial Machinery - Cluster B,INGERRAND,A,-1.1236,0.5214,0.0629,0.1884,0.4803,50
IND::Industrial Machinery::B,Industrial Machinery - Cluster B,CUMMINSIND,A,-0.5962,0.4761,0.1191,0.2285,0.2078,50
IND::Industrial Machinery::B,Industrial Machinery - Cluster B,ELECON,A,-0.2981,0.3971,0.1489,0.2178,0.3181,50
IND::Industrial Machinery::B,Industrial Machinery - Cluster B,AZAD,Core,-0.196,0.2579,0.1532,0.1483,0.3108,30
IND::Industrial Machinery::B,Industrial Machinery - Cluster B,KSB,Core,-0.145,0.2458,0.1243,0.2188,0.3341,50
IND::Industrial Machinery::B,Industrial Machinery - Cluster B,SIS,Core,0.4644,0.3621,0.2963,0.1582,0.7589,50
IND::Industrial Machinery::B,Industrial Machinery - Cluster B,KIRLPNU,B,0.6031,0.2054,0.2075,0.2849,0.4962,50
IND::Industrial Machinery::B,Industrial Machinery - Cluster B,JYOTICNC,B,0.7074,0.1635,0.2052,0.2981,0.2615,27
IND::Industrial Machinery::B,Industrial Machinery - Cluster B,PRAJIND,B,1.4567,0.1324,0.3124,0.3207,0.5994,50
UNCLASSIFIED::B::A::A,Unclassified - Cluster A,HYUNDAI,A,-0.7664,0.6826,0.1898,0.0768,0.2071,15
UNCLASSIFIED::B::A::A,Unclassified - Cluster A,SANOFICONR,Core,-0.0386,0.5246,0.1888,0.2154,0.512,17
UNCLASSIFIED::B::A::A,Unclassified - Cluster A,UNIMECH,Core,1.7937,0.6723,0.3631,0.1473,0.7097,11
UNCLASSIFIED::B::A::A,Unclassified - Cluster A,STLTECH,B,1.9905,0.0994,0.2333,0.3522,0.708,23
UNCLASSIFIED::B::A::B,Unclassified - Cluster B,SURAKSHA,A,-0.9747,0.7052,0.0748,0.0662,0.6642,12
UNCLASSIFIED::B::A::B,Unclassified - Cluster B,SOTL,A,-0.7433,0.5623,0.0533,0.129,0.7176,23
UNCLASSIFIED::B::A::B,Unclassified - Cluster B,RPTECH,A,-0.4849,0.6374,0.0956,0.1876,0.5462,20
UNCLASSIFIED::B::A::B,Unclassified - Cluster B,FIRSTCRY,Core,-0.0994,0.5613,0.2051,0.048,0.9199,18
UNCLASSIFIED::B::A::B,Unclassified - Cluster B,RAYMONDLSL,Core,-0.0615,0.5092,0.1642,0.1293,0.878,17
UNCLASSIFIED::B::A::B,Unclassified - Cluster B,XPROINDIA,Core,-0.0028,0.7106,0.1907,0.2171,0.5812,23
UNCLASSIFIED::B::A::B,Unclassified - Cluster B,UNIECOM,Core,0.0031,0.3107,0.126,0.1249,0.8314,18
UNCLASSIFIED::B::A::B,Unclassified - Cluster B,CEIGALL,Core,0.0927,0.2734,0.1205,0.1537,0.8204,18
UNCLASSIFIED::B::A::B,Unclassified - Cluster B,OLAELEC,Core,0.2527,0.4218,0.2272,0.0621,0.9605,18
UNCLASSIFIED::B::A::B,Unclassified - Cluster B,DYNAMATECH,Core,0.654,0.197,0.1742,0.2228,0.4396,23
UNCLASSIFIED::B::A::B,Unclassified - Cluster B,BBOX,Core,0.6781,0.5758,0.3102,0.1456,0.3497,23
UNCLASSIFIED::B::A::B,Unclassified - Cluster B,E2E,B,0.6828,0.3115,0.1834,0.2845,0.5542,23
UNCLASSIFIED::B::A::B,Unclassified - Cluster B,CARRARO,B,1.3832,0.566,0.4016,0.2291,0.2465,11
UNCLASSIFIED::B::A::B,Unclassified - Cluster B,KINGFA,B,2.2946,0.2686,0.5669,0.0482,0.1387,21
IND::Banks::B::A,Banks - Cluster A,AXISBANK,A,-0.4016,0.7377,0.0791,0.1925,0.3293,50
IND::Banks::B::A,Banks - Cluster A,UJJIVANSFB,Core,0.2316,0.8201,0.0814,0.3046,0.3753,50
IND::Banks::B::A,Banks - Cluster A,KARURVYSYA,Core,0.2729,0.6021,0.2059,0.1489,0.1959,50
IND::Banks::B::A,Banks - Cluster A,BANDHANBNK,B,0.9136,0.6377,0.3153,0.1779,0.7939,50
IND::Banks::B::B,Banks - Cluster B,IDBI,A,-0.9065,0.7534,0.0649,0.2088,0.335,25
IND::Banks::B::B,Banks - Cluster B,CANBK,A,-0.6774,0.7543,0.0728,0.2339,0.2115,50
IND::Banks::B::B,Banks - Cluster B,UNIONBANK,A,-0.6478,0.7974,0.0687,0.263,0.2881,50
IND::Banks::B::B,Banks - Cluster B,BANKBARODA,Core,-0.5065,0.5897,0.0659,0.2285,0.3538,50
IND::Banks::B::B,Banks - Cluster B,MAHABANK,Core,-0.5034,0.6276,0.0723,0.2266,0.2974,46
IND::Banks::B::B,Banks - Cluster B,SBIN,Core,-0.4331,0.5403,0.0938,0.1612,0.3964,50
IND::Banks::B::B,Banks - Cluster B,PNB,Core,-0.4081,0.7144,0.0765,0.2628,0.1806,50
IND::Banks::B::B,Banks - Cluster B,INDIANB,Core,-0.2119,0.5962,0.1174,0.1655,0.2029,50
IND::Banks::B::B,Banks - Cluster B,BANKINDIA,Core,-0.139,0.7364,0.0979,0.2704,0.4543,50
IND::Banks::B::B,Banks - Cluster B,SOUTHBANK,Core,0.1062,0.5257,0.091,0.2642,0.2903,50
IND::Banks::B::B,Banks - Cluster B,J&KBANK,Core,0.919,0.467,0.1435,0.2751,0.3754,50
IND::Banks::B::B,Banks - Cluster B,YESBANK,B,1.3416,0.4801,0.179,0.2759,0.7304,29
IND::Banks::B::B,Banks - Cluster B,IDEA,B,3.0061,0.5166,0.273,0.3807,0.8862,23
IND::Banks::B::B,Banks - Cluster B,CUB,B,4.0828,0.2333,0.3415,0.3308,0.4014,50
IND::Other Electrical Equipment/Products::A,Other Electrical Equipment/Products - Cluster A,WAAREEENER,A,-1.1556,0.6115,0.0893,0.1104,0.2465,15
IND::Other Electrical Equipment/Products::A,Other Electrical Equipment/Products - Cluster A,UNIVCABLES,Core,-0.7223,0.7681,0.1143,0.235,0.4253,38
IND::Other Electrical Equipment/Products::A,Other Electrical Equipment/Products - Cluster A,INDIGO,Core,-0.6648,0.555,0.0968,0.1455,0.2195,50
IND::Other Electrical Equipment/Products::A,Other Electrical Equipment/Products - Cluster A,APARINDS,Core,0.5083,0.5281,0.1282,0.2633,0.1427,50
IND::Other Electrical Equipment/Products::A,Other Electrical Equipment/Products - Cluster A,RRKABEL,B,1.3524,0.3854,0.157,0.2258,0.4941,32
IND::Other Electrical Equipment/Products::B,Other Electrical Equipment/Products - Cluster B,PREMIERENE,A,-0.7273,0.6157,0.1217,0.1855,0.5605,18
IND::Other Electrical Equipment/Products::B,Other Electrical Equipment/Products - Cluster B,HAVELLS,A,-0.6874,0.5501,0.1157,0.1656,0.6012,50
IND::Other Electrical Equipment/Products::B,Other Electrical Equipment/Products - Cluster B,POLYCAB,A,-0.6341,0.6343,0.126,0.2253,0.1773,50
IND::Other Electrical Equipment/Products::B,Other Electrical Equipment/Products - Cluster B,VGUARD,Core,-0.3429,0.2741,0.0856,0.1579,0.5223,50
IND::Other Electrical Equipment/Products::B,Other Electrical Equipment/Products - Cluster B,KEI,Core,-0.0984,0.3363,0.1218,0.224,0.2445,50
IND::Other Electrical Equipment/Products::B,Other Electrical Equipment/Products - Cluster B,BBL,Core,0.0341,0.4846,0.1666,0.292,0.5095,46
IND::Other Electrical Equipment/Products::B,Other Electrical Equipment/Products - Cluster B,PITTIENG,Core,0.2525,0.492,0.1996,0.3158,0.2466,50
IND::Other Electrical Equipment/Products::B,Other Electrical Equipment/Products - Cluster B,FINCABLES,Core,0.3713,0.4521,0.2124,0.3076,0.6746,50
IND::Other Electrical Equipment/Products::B,Other Electrical Equipment/Products - Cluster B,GRAVITA,Core,0.5479,0.3308,0.2347,0.2454,0.351,38
IND::Other Electrical Equipment/Products::B,Other Electrical Equipment/Products - Cluster B,KAYNES,B,0.6813,0.3831,0.2758,0.2533,0.1255,50
IND::Other Electrical Equipment/Products::B,Other Electrical Equipment/Products - Cluster B,HONAUT,B,0.69,0.1296,0.2376,0.1511,0.7094,50
IND::Other Electrical Equipment/Products::B,Other Electrical Equipment/Products - Cluster B,SYRMA,B,0.6903,0.4823,0.2789,0.3207,0.3071,50
IND::Electric Utilities::B,Electric Utilities - Cluster B,KPIL,A,-1.0052,0.7041,0.0796,0.1768,0.2509,48
IND::Electric Utilities::B,Electric Utilities - Cluster B,TECHNOE,Core,-0.423,0.6002,0.0832,0.2334,0.2444,50
IND::Electric Utilities::B,Electric Utilities - Cluster B,INOXWIND,Core,0.721,0.5022,0.1041,0.324,0.3438,44
IND::Electric Utilities::B,Electric Utilities - Cluster B,INOXGREEN,B,2.4089,0.4314,0.1774,0.255,0.3581,50
IND::Realty::A,Realty - Cluster A,NESCO,A,-0.5241,0.4727,0.0468,0.1735,0.4305,50
IND::Realty::A,Realty - Cluster A,MAHLIFE,Core,0.298,0.4069,0.0771,0.2377,0.5333,50
IND::Realty::A,Realty - Cluster A,ARVSMART,B,1.1406,0.5174,0.1943,0.2868,0.3744,50
IND::Internet Software & Services::A,Internet Software & Services - Cluster A,AADHARHFC,A,-0.6745,0.6355,0.102,0.0985,0.2247,20
IND::Internet Software & Services::A,Internet Software & Services - Cluster A,NAZARA,Core,-0.1664,0.4715,0.085,0.2423,0.5056,50
IND::Internet Software & Services::A,Internet Software & Services - Cluster A,PAYTM,Core,0.2829,0.7314,0.1411,0.3521,0.2568,50
IND::Internet Software & Services::A,Internet Software & Services - Cluster A,POLICYBZR,Core,0.3919,0.2392,0.161,0.1376,0.2232,50
IND::Internet Software & Services::A,Internet Software & Services - Cluster A,ROUTE,B,1.4926,0.4026,0.3222,0.1539,0.8221,50
IND::Pharmaceuticals::B::B::A,Pharmaceuticals - Cluster A,ABBOTINDIA,A,-1.5003,0.5877,0.0366,0.177,0.4595,50
IND::Pharmaceuticals::B::B::A,Pharmaceuticals - Cluster A,ASTRAZEN,Core,-1.1207,0.5953,0.1083,0.1653,0.3203,50
IND::Pharmaceuticals::B::B::A,Pharmaceuticals - Cluster A,GLAXO,Core,-0.2094,0.6581,0.1096,0.2551,0.4784,50
IND::Pharmaceuticals::B::B::A,Pharmaceuticals - Cluster A,SANOFI,Core,0.2691,0.6562,0.1491,0.2688,0.4539,47
IND::Pharmaceuticals::B::B::A,Pharmaceuticals - Cluster A,GLAND,B,1.063,0.5347,0.2214,0.2554,0.6239,50
IND::Auto Parts & Equipment::B::A::A,Auto Parts & Equipment - Cluster A,ENDURANCE,A,-1.0313,0.7677,0.075,0.1682,0.4319,50
IND::Auto Parts & Equipment::B::A::A,Auto Parts & Equipment - Cluster A,ZFCVINDIA,A,-0.3012,0.7034,0.1249,0.2543,0.4369,50
IND::Auto Parts & Equipment::B::A::A,Auto Parts & Equipment - Cluster A,TIINDIA,Core,0.0132,0.4353,0.1433,0.2056,0.6055,50
IND::Auto Parts & Equipment::B::A::A,Auto Parts & Equipment - Cluster A,TVSHLTD,Core,0.1294,0.5389,0.2298,0.1673,0.1731,33
IND::Auto Parts & Equipment::B::A::A,Auto Parts & Equipment - Cluster A,ROLEXRINGS,B,0.3066,0.7279,0.2424,0.2636,0.7379,50
IND::Auto Parts & Equipment::B::A::A,Auto Parts & Equipment - Cluster A,SJS,B,1.069,0.2,0.2515,0.2338,0.2386,50
IND::Auto Parts & Equipment::B::A::B,Auto Parts & Equipment - Cluster B,SANSERA,A,-0.8295,0.4698,0.0442,0.172,0.3949,50
IND::Auto Parts & Equipment::B::A::B,Auto Parts & Equipment - Cluster B,FIEMIND,A,-0.3817,0.5512,0.1132,0.2105,0.2686,38
IND::Auto Parts & Equipment::B::A::B,Auto Parts & Equipment - Cluster B,BOSCHLTD,Core,-0.2018,0.4785,0.1183,0.1652,0.3117,50
IND::Auto Parts & Equipment::B::A::B,Auto Parts & Equipment - Cluster B,SUPRAJIT,Core,-0.0002,0.4658,0.1193,0.1776,0.4981,50
IND::Auto Parts & Equipment::B::A::B,Auto Parts & Equipment - Cluster B,SONACOMS,Core,0.66,0.5222,0.2088,0.1961,0.609,50
IND::Auto Parts & Equipment::B::A::B,Auto Parts & Equipment - Cluster B,LUMAXTECH,Core,0.7562,0.5342,0.1736,0.2602,0.2846,50
IND::Auto Parts & Equipment::B::A::B,Auto Parts & Equipment - Cluster B,MOTHERSON,B,1.1008,0.3476,0.1335,0.1941,0.2969,50
IND::Auto Parts & Equipment::B::A::B,Auto Parts & Equipment - Cluster B,ASAHIINDIA,B,1.125,0.5153,0.1761,0.2857,0.5062,50
IND::Cement & Cement Products::B,Cement & Cement Products - Cluster B,STARCEMENT,A,-5.7882,0.6398,0.033,0.1617,0.4148,50
IND::Cement & Cement Products::B,Cement & Cement Products - Cluster B,BIRLACORPN,Core,-0.3035,0.5303,0.1264,0.2187,0.5139,50
