theme_id,theme_name,symbol,role,outlier_score,corr_with_theme_moves,med_abs_resid,rank_volatility,median_rank_norm,obs_months
IND::Cement & Cement Products::B,Cement & Cement Products - Cluster B,JKCEMENT,Core,-0.1709,0.5315,0.132,0.1715,0.2989,50
IND::Cement & Cement Products::B,Cement & Cement Products - Cluster B,NUVOCO,Core,0.6141,0.3165,0.1352,0.2312,0.6829,50
IND::Cement & Cement Products::B,Cement & Cement Products - Cluster B,INDIACEM,B,4.2031,0.3254,0.199,0.2688,0.3034,33
IND::Breweries & Distilleries::A,Breweries & Distilleries - Cluster A,TRIVENI,A,-0.9957,0.6494,0.0422,0.2159,0.4442,50
IND::Breweries & Distilleries::A,Breweries & Distilleries - Cluster A,BALRAMCHIN,Core,-0.9053,0.8173,0.0497,0.2631,0.5182,50
IND::Breweries & Distilleries::A,Breweries & Distilleries - Cluster A,LTFOODS,Core,-0.0576,0.4707,0.2171,0.1977,0.1991,39
IND::Breweries & Distilleries::A,Breweries & Distilleries - Cluster A,GODREJAGRO,Core,0.1686,0.5135,0.1499,0.289,0.5756,50
IND::Breweries & Distilleries::A,Breweries & Distilleries - Cluster A,CCL,B,0.5077,0.2817,0.164,0.2782,0.4885,50
IND::Breweries & Distilleries::B,Breweries & Distilleries - Cluster B,UNITDSPR,A,-1.2681,0.6626,0.1025,0.1956,0.3232,29
IND::Breweries & Distilleries::B,Breweries & Distilleries - Cluster B,UBL,A,-0.7943,0.5136,0.0694,0.2077,0.6027,50
IND::Breweries & Distilleries::B,Breweries & Distilleries - Cluster B,RADICO,Core,-0.0724,0.5576,0.2201,0.2235,0.1531,50
IND::Breweries & Distilleries::B,Breweries & Distilleries - Cluster B,TI,Core,-0.0503,0.4708,0.1312,0.2355,0.4077,38
IND::Breweries & Distilleries::B,Breweries & Distilleries - Cluster B,NIITMTS,Core,0.1832,0.3281,0.1498,0.2094,0.7394,32
IND::Breweries & Distilleries::B,Breweries & Distilleries - Cluster B,SULA,Core,0.33,0.4945,0.2685,0.222,0.9432,50
IND::Breweries & Distilleries::B,Breweries & Distilleries - Cluster B,GLOBUSSPR,B,1.3313,0.4318,0.2191,0.3083,0.6081,50
IND::Breweries & Distilleries::B,Breweries & Distilleries - Cluster B,VBL,B,2.1,0.2007,0.2992,0.28,0.3423,50
UNCLASSIFIED::A::A::B,Unclassified - Cluster B,VINCOFE,A,-1.1519,0.7307,0.0313,0.1126,0.0775,21
UNCLASSIFIED::A::A::B,Unclassified - Cluster B,ZOTA,A,-0.5985,0.5454,0.0442,0.0427,0.0298,21
UNCLASSIFIED::A::A::B,Unclassified - Cluster B,AIIL,Core,-0.5816,0.6983,0.0544,0.062,0.0622,23
UNCLASSIFIED::A::A::B,Unclassified - Cluster B,POCL,Core,0.1565,0.6511,0.063,0.1282,0.1097,23
UNCLASSIFIED::A::A::B,Unclassified - Cluster B,ASHAPURMIN,B,0.8765,0.6045,0.0631,0.2442,0.1423,23
UNCLASSIFIED::A::A::B,Unclassified - Cluster B,GALLANTT,B,1.5623,0.547,0.1007,0.1118,0.1459,23
IND::Realty::B::B,Realty - Cluster B,SHRIRAMPPS,A,-0.371,0.7388,0.0,0.1612,0.693,31
IND::Realty::B::B,Realty - Cluster B,MAXESTATES,Core,0.0,0.7238,0.0372,0.172,0.5306,23
IND::Realty::B::B,Realty - Cluster B,ANANTRAJ,B,1.4607,0.6891,0.0,0.2352,0.2132,40
IND::Consumer Electronics::A,Consumer Electronics - Cluster A,AMBER,A,-1.2944,0.8487,0.0832,0.2216,0.2247,50
IND::Consumer Electronics::A,Consumer Electronics - Cluster A,DIXON,Core,-0.408,0.5993,0.0928,0.2514,0.1314,50
IND::Consumer Electronics::A,Consumer Electronics - Cluster A,MAHSCOOTER,Core,0.1949,0.4544,0.1647,0.1664,0.2875,50
IND::Consumer Electronics::A,Consumer Electronics - Cluster A,EMIL,B,1.124,0.4564,0.1943,0.3465,0.6401,50
IND::Consumer Electronics::B,Consumer Electronics - Cluster B,VOLTAS,A,-1.6562,0.4586,0.0958,0.2738,0.5319,50
IND::Consumer Electronics::B,Consumer Electronics - Cluster B,ORIENTELEC,A,-0.1288,0.2975,0.1732,0.1882,0.7354,50
IND::Consumer Electronics::B,Consumer Electronics - Cluster B,CDSL,Core,-0.1123,0.1776,0.1611,0.2105,0.3132,50
IND::Consumer Electronics::B,Consumer Electronics - Cluster B,SYMPHONY,Core,-0.0469,0.3466,0.1571,0.2894,0.8629,50
IND::Consumer Electronics::B,Consumer Electronics - Cluster B,WHIRLPOOL,Core,-0.035,0.3504,0.1723,0.2259,0.7591,50
IND::Consumer Electronics::B,Consumer Electronics - Cluster B,PGEL,Core,0.4502,0.5319,0.1809,0.3359,0.2461,42
IND::Consumer Electronics::B,Consumer Electronics - Cluster B,BLUESTARCO,B,1.4666,0.1059,0.2218,0.2346,0.192,50
IND::Consumer Electronics::B,Consumer Electronics - Cluster B,SAGILITY,B,3.4544,0.5985,0.3493,0.2055,0.2319,14
IND::Banks::A::B,Banks - Cluster B,KTKBANK,A,-0.3449,0.5468,0.0249,0.2703,0.5572,50
IND::Banks::A::B,Banks - Cluster B,INDUSINDBK,Core,-0.2731,0.6396,0.0344,0.2962,0.6283,50
IND::Banks::A::B,Banks - Cluster B,EQUITASBNK,Core,-0.007,0.7324,0.0698,0.3245,0.6214,50
IND::Banks::A::B,Banks - Cluster B,ICICIBANK,Core,0.6184,0.3479,0.2501,0.1481,0.3848,50
IND::Banks::A::B,Banks - Cluster B,DCBBANK,B,1.6142,0.4768,0.2864,0.2754,0.5824,50
IND::Electric Utilities::A::A,Electric Utilities - Cluster A,TATAPOWER,A,-1.9841,0.835,0.03,0.191,0.4917,50
IND::Electric Utilities::A::A,Electric Utilities - Cluster A,NHPC,A,-0.6838,0.6848,0.0642,0.2078,0.4265,50
IND::Electric Utilities::A::A,Electric Utilities - Cluster A,CESC,Core,-0.0886,0.6736,0.0931,0.2037,0.3791,50
IND::Electric Utilities::A::A,Electric Utilities - Cluster A,NLCINDIA,Core,0.2181,0.4627,0.089,0.1859,0.3355,50
IND::Electric Utilities::A::A,Electric Utilities - Cluster A,PTC,B,0.3748,0.5365,0.0875,0.2237,0.4951,38
IND::Electric Utilities::A::A,Electric Utilities - Cluster A,JSWENERGY,B,2.1511,0.5504,0.1455,0.2817,0.5603,50
IND::Electric Utilities::A::B,Electric Utilities - Cluster B,POWERGRID,A,-1.1727,0.7602,0.0695,0.1842,0.3966,50
IND::Electric Utilities::A::B,Electric Utilities - Cluster B,NTPC,A,-0.5778,0.7082,0.0609,0.2444,0.2199,50
IND::Electric Utilities::A::B,Electric Utilities - Cluster B,ADANIPOWER,Core,-0.2482,0.6352,0.0706,0.2442,0.2677,44
IND::Electric Utilities::A::B,Electric Utilities - Cluster B,TORNTPOWER,Core,0.2465,0.7043,0.1177,0.2694,0.3365,50
IND::Electric Utilities::A::B,Electric Utilities - Cluster B,ADANIENSOL,B,2.3459,0.3734,0.2038,0.2877,0.5122,27
IND::Electric Utilities::A::B,Electric Utilities - Cluster B,ADANIGREEN,B,2.7985,0.3382,0.2403,0.2831,0.7223,42
IND::Furniture-Furnishing-Paints::A,Furniture-Furnishing-Paints - Cluster A,KANSAINER,A,-0.7165,0.4001,0.0482,0.1318,0.6625,50
IND::Furniture-Furnishing-Paints::A,Furniture-Furnishing-Paints - Cluster A,SOMANYCERA,Core,-0.2023,0.4831,0.0786,0.1585,0.7849,48
IND::Furniture-Furnishing-Paints::A,Furniture-Furnishing-Paints - Cluster A,CERA,Core,0.0787,0.6562,0.0872,0.2975,0.6981,50
IND::Furniture-Furnishing-Paints::A,Furniture-Furnishing-Paints - Cluster A,KAJARIACER,Core,0.1651,0.4394,0.066,0.2329,0.6509,50
IND::Furniture-Furnishing-Paints::A,Furniture-Furnishing-Paints - Cluster A,GREENLAM,B,1.3833,0.3703,0.1234,0.1564,0.527,50
IND::Furniture-Furnishing-Paints::B,Furniture-Furnishing-Paints - Cluster B,INDIGOPNTS,A,-1.1744,0.608,0.0776,0.1528,0.7795,50
IND::Furniture-Furnishing-Paints::B,Furniture-Furnishing-Paints - Cluster B,ASIANPAINT,A,-0.617,0.6402,0.0587,0.2204,0.7473,50
IND::Furniture-Furnishing-Paints::B,Furniture-Furnishing-Paints - Cluster B,SFL,Core,-0.1117,0.1737,0.1637,0.0971,0.8815,50
IND::Furniture-Furnishing-Paints::B,Furniture-Furnishing-Paints - Cluster B,BERGEPAINT,Core,0.1076,0.5117,0.0835,0.2401,0.6294,50
IND::Furniture-Furnishing-Paints::B,Furniture-Furnishing-Paints - Cluster B,AKZOINDIA,B,0.1439,0.6426,0.1388,0.2367,0.5354,50
IND::Furniture-Furnishing-Paints::B,Furniture-Furnishing-Paints - Cluster B,AGI,B,0.8379,0.384,0.1614,0.2269,0.5637,49
IND::Auto Parts & Equipment::B::B::A::A,Auto Parts & Equipment - Cluster A,JTEKTINDIA,A,-0.7843,0.7645,0.0286,0.1794,0.6543,50
IND::Auto Parts & Equipment::B::B::A::A,Auto Parts & Equipment - Cluster A,MSUMI,Core,-0.5788,0.7164,0.0116,0.2072,0.6303,50
IND::Auto Parts & Equipment::B::B::A::A,Auto Parts & Equipment - Cluster A,PRICOLLTD,Core,0.2193,0.4579,0.2462,0.1616,0.2358,50
IND::Auto Parts & Equipment::B::B::A::A,Auto Parts & Equipment - Cluster A,JAMNAAUTO,Core,0.4826,0.4331,0.1246,0.2519,0.7186,50
IND::Auto Parts & Equipment::B::B::A::A,Auto Parts & Equipment - Cluster A,MINDACORP,B,0.5188,0.3401,0.3291,0.1409,0.224,50
IND::Auto Parts & Equipment::B::B::A::B,Auto Parts & Equipment - Cluster B,LGBBROSLTD,A,-1.3029,0.6584,0.0906,0.1791,0.4896,50
IND::Auto Parts & Equipment::B::B::A::B,Auto Parts & Equipment - Cluster B,CIEINDIA,A,-0.4663,0.6618,0.1323,0.1891,0.6367,48
IND::Auto Parts & Equipment::B::B::A::B,Auto Parts & Equipment - Cluster B,WHEELS,Core,-0.1576,0.629,0.0962,0.2545,0.522,48
IND::Auto Parts & Equipment::B::B::A::B,Auto Parts & Equipment - Cluster B,LUMAXIND,Core,0.2703,0.5739,0.1127,0.2507,0.4181,46
IND::Auto Parts & Equipment::B::B::A::B,Auto Parts & Equipment - Cluster B,VARROC,B,0.6549,0.3722,0.1091,0.2308,0.4656,50
IND::Auto Parts & Equipment::B::B::A::B,Auto Parts & Equipment - Cluster B,SSWL,B,1.3751,0.4025,0.1446,0.2476,0.6205,46
IND::Housing Finance::A,Housing Finance - Cluster A,REPCOHOME,A,-0.9868,0.6887,0.0839,0.2066,0.5213,50
IND::Housing Finance::A,Housing Finance - Cluster A,LICHSGFIN,A,-0.6344,0.6192,0.0921,0.217,0.5515,50
IND::Housing Finance::A,Housing Finance - Cluster A,HUDCO,Core,-0.0893,0.4222,0.1439,0.2054,0.3617,38
IND::Housing Finance::A,Housing Finance - Cluster A,PNBHOUSING,Core,-0.073,0.4621,0.131,0.2169,0.4682,50
IND::Housing Finance::A,Housing Finance - Cluster A,AAVAS,B,2.3554,0.2342,0.3186,0.2694,0.7565,50
IND::Housing Finance::A,Housing Finance - Cluster A,LTF,B,2.6753,0.4298,0.2951,0.3255,0.1216,23
IND::Housing Finance::B,Housing Finance - Cluster B,HOMEFIRST,A,-4.37,0.9183,0.0346,0.2157,0.5254,50
IND::Housing Finance::B,Housing Finance - Cluster B,INDIASHLTR,Core,-0.1053,0.4855,0.1411,0.1795,0.3135,30
IND::Housing Finance::B,Housing Finance - Cluster B,CANFINHOME,Core,0.2888,0.375,0.1288,0.2171,0.4955,50
IND::Housing Finance::B,Housing Finance - Cluster B,APTUS,B,0.3378,0.4218,0.1503,0.1741,0.6627,50
IND::Pharmaceuticals::B::A::B::A::A,Pharmaceuticals - Cluster A,FDC,A,-1.0975,0.7185,0.0748,0.1138,0.5326,50
IND::Pharmaceuticals::B::A::B::A::A,Pharmaceuticals - Cluster A,AARTIDRUGS,Core,0.127,0.6615,0.169,0.1969,0.7598,50
IND::Pharmaceuticals::B::A::B::A::A,Pharmaceuticals - Cluster A,SYNGENE,Core,0.2103,0.6305,0.1224,0.2534,0.6755,50
IND::Pharmaceuticals::B::A::B::A::A,Pharmaceuticals - Cluster A,ERIS,B,1.7,0.3924,0.236,0.1745,0.3281,50
IND::Pharmaceuticals::B::A::B::A::B,Pharmaceuticals - Cluster B,DIVISLAB,A,-1.417,0.7957,0.0703,0.206,0.3621,50
IND::Pharmaceuticals::B::A::B::A::B,Pharmaceuticals - Cluster B,BLUEJET,A,-0.6181,0.7158,0.0547,0.2984,0.4172,32
IND::Pharmaceuticals::B::A::B::A::B,Pharmaceuticals - Cluster B,AARTIPHARM,Core,-0.1517,0.569,0.142,0.2538,0.3266,43
IND::Pharmaceuticals::B::A::B::A::B,Pharmaceuticals - Cluster B,LAURUSLABS,Core,0.0858,0.6013,0.0939,0.3289,0.3894,50
IND::Pharmaceuticals::B::A::B::A::B,Pharmaceuticals - Cluster B,MARKSANS,B,1.2453,0.535,0.3098,0.3067,0.2955,50
IND::Pharmaceuticals::B::A::B::A::B,Pharmaceuticals - Cluster B,HIKAL,B,1.326,0.2667,0.2338,0.293,0.8217,50
IND::Industrial Machinery::A::A,Industrial Machinery - Cluster A,WENDT,A,-0.6886,0.7264,0.1007,0.2423,0.5685,42
IND::Industrial Machinery::A::A,Industrial Machinery - Cluster A,TEAMLEASE,A,0.148,0.5239,0.2503,0.1965,0.8463,50
IND::Industrial Machinery::A::A,Industrial Machinery - Cluster A,ISGEC,Core,0.1927,0.5184,0.124,0.2598,0.498,50
IND::Industrial Machinery::A::A,Industrial Machinery - Cluster A,KIRLOSBROS,Core,0.2915,0.3428,0.1665,0.219,0.2969,50
IND::Industrial Machinery::A::A,Industrial Machinery - Cluster A,3MINDIA,B,0.4159,0.2212,0.145,0.2192,0.5139,50
IND::Industrial Machinery::A::A,Industrial Machinery - Cluster A,DOMS,B,1.1819,0.3931,0.2999,0.2238,0.1471,30
IND::Industrial Machinery::A::B,Industrial Machinery - Cluster B,FLAIR,A,-0.4921,0.6469,0.178,0.2879,0.5678,29
IND::Industrial Machinery::A::B,Industrial Machinery - Cluster B,SHRIPISTON,Core,-0.1624,0.41,0.2041,0.1496,0.1776,36
IND::Industrial Machinery::A::B,Industrial Machinery - Cluster B,GODREJIND,Core,-0.0055,0.5125,0.2194,0.1968,0.2966,50
IND::Industrial Machinery::A::B,Industrial Machinery - Cluster B,GMMPFAUDLR,B,0.9729,0.4135,0.2701,0.1751,0.8355,50
IND::Internet Software & Services::B::A,Internet Software & Services - Cluster A,SUNTV,A,-0.4762,0.5366,0.123,0.2253,0.5642,50
IND::Internet Software & Services::B::A,Internet Software & Services - Cluster A,MAPMYINDIA,Core,-0.3035,0.4988,0.1004,0.2504,0.5866,50
IND::Internet Software & Services::B::A,Internet Software & Services - Cluster A,ZEEL,Core,-0.0302,0.5564,0.1793,0.2065,0.8284,50
IND::Internet Software & Services::B::A,Internet Software & Services - Cluster A,MPSLTD,Core,0.2474,0.4617,0.114,0.2658,0.4414,25
IND::Internet Software & Services::B::A,Internet Software & Services - Cluster A,AFFLE,B,2.2737,0.4341,0.2595,0.2587,0.4049,50
IND::Internet Software & Services::B::B,Internet Software & Services - Cluster B,JUSTDIAL,A,-2.6784,0.7005,0.0766,0.205,0.6533,50
IND::Internet Software & Services::B::B,Internet Software & Services - Cluster B,NAUKRI,Core,-0.6745,0.4586,0.1364,0.2075,0.411,50
IND::Internet Software & Services::B::B,Internet Software & Services - Cluster B,INDIAMART,Core,0.2866,0.4168,0.1806,0.2197,0.6922,50
IND::Internet Software & Services::B::B,Internet Software & Services - Cluster B,INDUSTOWER,Core,1.3643,0.3852,0.2213,0.2473,0.2997,47
IND::Internet Software & Services::B::B,Internet Software & Services - Cluster B,TATACOMM,B,1.3907,0.1424,0.1591,0.2242,0.5137,50
IND::Realty::B::A::A,Realty - Cluster A,PHOENIXLTD,A,-2.9249,0.8303,0.0079,0.2309,0.2584,50
IND::Realty::B::A::A,Realty - Cluster A,LODHA,Core,0.3035,0.7091,0.0731,0.2392,0.3695,50
IND::Realty::B::A::A,Realty - Cluster A,SOBHA,B,1.1572,0.6884,0.0626,0.2861,0.3863,50
IND::Other Industrial Goods::A,Other Industrial Goods - Cluster A,HEG,A,-0.2023,0.7675,0.0732,0.184,0.3141,49
IND::Other Industrial Goods::A,Other Industrial Goods - Cluster A,GRAPHITE,Core,0.0161,0.7638,0.0,0.2384,0.3532,50
IND::Other Industrial Goods::A,Other Industrial Goods - Cluster A,RHIM,B,20.0881,0.3973,0.2151,0.1552,0.7568,50
IND::Other Industrial Goods::B,Other Industrial Goods - Cluster B,ESABINDIA,A,-2.805,0.6409,0.0645,0.1984,0.5532,50
IND::Other Industrial Goods::B,Other Industrial Goods - Cluster B,SBCL,A,-1.0533,0.5065,0.1408,0.1327,0.7466,44
IND::Other Industrial Goods::B,Other Industrial Goods - Cluster B,TCI,Core,-0.1147,0.4313,0.1475,0.1743,0.4664,50
IND::Other Industrial Goods::B,Other Industrial Goods - Cluster B,SKFINDIA,Core,0.1877,0.373,0.1408,0.2007,0.7062,50
IND::Other Industrial Goods::B,Other Industrial Goods - Cluster B,AIAENG,B,0.9229,0.3139,0.1267,0.2773,0.4655,50
IND::Other Industrial Goods::B,Other Industrial Goods - Cluster B,VESUVIUS,B,2.5954,0.3445,0.2272,0.1862,0.2964,50
IND::Healthcare Services::A,Healthcare Services - Cluster A,KOVAI,A,-0.4721,0.7184,0.1561,0.1526,0.2567,48
IND::Healthcare Services::A,Healthcare Services - Cluster A,MEDIASSIST,Core,3.8117,0.3689,0.35,0.1576,0.6529,22
IND::Healthcare Services::A,Healthcare Services - Cluster A,THYROCARE,B,6.6475,0.866,0.1723,0.3598,0.3717,50
IND::Healthcare Services::B,Healthcare Services - Cluster B,ETERNAL,A,-1.6647,0.7251,0.166,0.1001,0.2534,16
IND::Healthcare Services::B,Healthcare Services - Cluster B,VIJAYA,A,-0.734,0.7209,0.1401,0.2024,0.2758,50
IND::Healthcare Services::B,Healthcare Services - Cluster B,LALPATHLAB,Core,-0.4048,0.4247,0.0685,0.1965,0.4531,50
IND::Healthcare Services::B,Healthcare Services - Cluster B,METROPOLIS,Core,-0.1696,0.4983,0.0858,0.2275,0.4916,50
IND::Healthcare Services::B,Healthcare Services - Cluster B,KRSNAA,B,0.3172,0.5101,0.1483,0.2322,0.427,50
IND::Healthcare Services::B,Healthcare Services - Cluster B,SWIGGY,B,0.4988,0.5412,0.2051,0.2184,0.5602,14
IND::Pharmaceuticals::B::B::B::A,Pharmaceuticals - Cluster A,JUBLPHARMA,A,-0.0577,0.676,0.0411,0.1518,0.1806,36
IND::Pharmaceuticals::B::B::B::A,Pharmaceuticals - Cluster A,WOCKPHARMA,Core,0.2018,0.5365,0.0259,0.2086,0.0801,38
IND::Pharmaceuticals::B::B::B::A,Pharmaceuticals - Cluster A,SHILPAMED,B,0.2313,0.6361,0.0334,0.2865,0.2342,38
IND::Pharmaceuticals::B::B::B::B,Pharmaceuticals - Cluster B,IPCALAB,A,-0.7145,0.7727,0.0313,0.2134,0.3946,50
IND::Pharmaceuticals::B::B::B::B,Pharmaceuticals - Cluster B,MANKIND,A,-0.4505,0.7171,0.0506,0.2338,0.3932,43
IND::Pharmaceuticals::B::B::B::B,Pharmaceuticals - Cluster B,GUFICBIO,Core,-0.3096,0.6048,0.0751,0.1755,0.5392,38
IND::Pharmaceuticals::B::B::B::B,Pharmaceuticals - Cluster B,PPLPHARMA,Core,0.6324,0.2797,0.0963,0.3007,0.5301,50
IND::Pharmaceuticals::B::B::B::B,Pharmaceuticals - Cluster B,JBCHEPHARM,B,0.6403,0.4088,0.1848,0.1581,0.3303,50
IND::Pharmaceuticals::B::B::B::B,Pharmaceuticals - Cluster B,ANUP,B,1.0386,0.46,0.1579,0.3764,0.4407,23
IND::Cement & Cement Products::A::A,Cement & Cement Products - Cluster A,AMBUJACEM,A,-4.5485,0.9458,0.0,0.1901,0.5024,50
IND::Cement & Cement Products::A::A,Cement & Cement Products - Cluster A,GRASIM,Core,-2.4028,0.417,0.1773,0.0917,0.3418,50
IND::Cement & Cement Products::A::A,Cement & Cement Products - Cluster A,ACC,B,0.3035,0.6443,0.1894,0.1842,0.7822,50
IND::Cement & Cement Products::A::B,Cement & Cement Products - Cluster B,SHREECEM,A,-0.3596,0.6999,0.0568,0.2286,0.5652,50
IND::Cement & Cement Products::A::B,Cement & Cement Products - Cluster B,RAMCOCEM,Core,-0.1677,0.6443,0.0478,0.2627,0.3854,50
IND::Cement & Cement Products::A::B,Cement & Cement Products - Cluster B,DALBHARAT,Core,0.0706,0.7187,0.0714,0.2837,0.46,50
IND::Cement & Cement Products::A::B,Cement & Cement Products - Cluster B,JKLAKSHMI,Core,0.7884,0.4357,0.0927,0.2121,0.5572,50
IND::Cement & Cement Products::A::B,Cement & Cement Products - Cluster B,ULTRACEMCO,B,0.9533,0.5153,0.1543,0.112,0.3178,50
IND::Other Apparels & Accessories::A,Other Apparels & Accessories - Cluster A,KKCL,A,-0.885,0.7637,0.0,0.2368,0.5976,50
IND::Other Apparels & Accessories::A,Other Apparels & Accessories - Cluster A,VIPIND,Core,-0.1686,0.3538,0.11,0.1951,0.8711,50
IND::Other Apparels & Accessories::A,Other Apparels & Accessories - Cluster A,SAFARI,B,0.5208,0.2592,0.2253,0.2103,0.384,50
IND::Other Apparels & Accessories::B,Other Apparels & Accessories - Cluster B,SPAL,A,-1.0896,0.6301,0.1238,0.1491,0.4758,48
IND::Other Apparels & Accessories::B,Other Apparels & Accessories - Cluster B,ARVINDFASN,Core,-0.1553,0.5971,0.1372,0.1947,0.5001,50
IND::Other Apparels & Accessories::B,Other Apparels & Accessories - Cluster B,GOCOLORS,Core,1.4407,0.6002,0.256,0.1858,0.8221,50
IND::Other Apparels & Accessories::B,Other Apparels & Accessories - Cluster B,PAGEIND,B,4.0949,0.334,0.1662,0.2767,0.7559,50
IND::Refineries/Petro-Products::A,Refineries/Petro-Products - Cluster A,CHENNPETRO,A,-0.3372,0.8547,0.0219,0.3243,0.3204,40
IND::Refineries/Petro-Products::A,Refineries/Petro-Products - Cluster A,MRPL,Core,0.0,0.5844,0.0524,0.2938,0.3307,47
IND::Refineries/Petro-Products::A,Refineries/Petro-Products - Cluster A,RELIANCE,B,0.8733,0.2136,0.1566,0.2137,0.5154,50
IND::Refineries/Petro-Products::B,Refineries/Petro-Products - Cluster B,BPCL,A,-0.8121,0.7969,0.0316,0.2144,0.3325,50
IND::Refineries/Petro-Products::B,Refineries/Petro-Products - Cluster B,HINDPETRO,Core,-0.7194,0.755,0.05,0.1927,0.2228,50
IND::Refineries/Petro-Products::B,Refineries/Petro-Products - Cluster B,COALINDIA,Core,0.606,0.5868,0.1285,0.2774,0.4508,50
IND::Refineries/Petro-Products::B,Refineries/Petro-Products - Cluster B,GMDCLTD,B,1.1892,0.313,0.137,0.2768,0.4655,46
UNCLASSIFIED::A::A::A::A,Unclassified - Cluster A,AGARWALEYE,A,-0.8324,0.8922,0.1113,0.1448,0.1298,9
UNCLASSIFIED::A::A::A::A,Unclassified - Cluster A,QPOWER,Core,0.0016,0.8437,0.145,0.155,0.0808,9
UNCLASSIFIED::A::A::A::A,Unclassified - Cluster A,KRN,Core,0.3399,0.7048,0.1107,0.2087,0.3733,16
UNCLASSIFIED::A::A::A::A,Unclassified - Cluster A,IKS,B,2.2596,0.69,0.237,0.176,0.4905,11
UNCLASSIFIED::A::A::A::B,Unclassified - Cluster B,PENIND,A,0.0,0.6428,0.0,0.1482,0.1911,23
UNCLASSIFIED::A::A::A::B,Unclassified - Cluster B,AFCONS,Core,0.0337,0.3921,0.4121,0.1224,0.8037,14
UNCLASSIFIED::A::A::A::B,Unclassified - Cluster B,TRANSRAILL,B,0.1722,0.9192,0.0,0.2088,0.2712,11
IND::Banks::A::A::A,Banks - Cluster A,CSBBANK,A,-1.4489,0.7896,0.0558,0.2852,0.248,50
IND::Banks::A::A::A,Banks - Cluster A,IDFCFIRSTB,Core,-0.074,0.754,0.0614,0.3317,0.4235,50
IND::Banks::A::A::A,Banks - Cluster A,RBLBANK,Core,0.624,0.6855,0.0708,0.3272,0.2821,50
IND::Banks::A::A::A,Banks - Cluster A,AUBANK,B,1.4295,0.7214,0.1021,0.3149,0.4849,50
IND::Banks::A::A::B,Banks - Cluster B,HDFCBANK,A,-0.3035,0.7715,0.0,0.2429,0.4111,50
IND::Banks::A::A::B,Banks - Cluster B,KOTAKBANK,Core,-0.0337,0.8073,0.0598,0.2556,0.6219,50
IND::Banks::A::A::B,Banks - Cluster B,FEDERALBNK,B,0.1693,0.5995,0.1563,0.1455,0.2786,50
IND::Realty::B::A::B::A,Realty - Cluster A,PRESTIGE,A,-2.3646,0.8165,0.0372,0.1968,0.2628,50
IND::Realty::B::A::B::A,Realty - Cluster A,SIGNATURE,Core,-0.759,0.876,0.0318,0.2735,0.61,32
IND::Realty::B::A::B::A,Realty - Cluster A,BRIGADE,Core,0.5709,0.7346,0.0549,0.2745,0.4076,50
IND::Realty::B::A::B::A,Realty - Cluster A,GODREJPROP,B,1.0522,0.7846,0.0707,0.2862,0.4157,50
IND::Realty::B::A::B::B,Realty - Cluster B,OBEROIRLTY,A,-0.3551,0.8098,0.0876,0.1964,0.3509,50
IND::Realty::B::A::B::B,Realty - Cluster B,ABREL,Core,-0.3372,0.8644,0.0736,0.2791,0.72,23
IND::Realty::B::A::B::B,Realty - Cluster B,DLF,B,1.0719,0.6189,0.1044,0.2525,0.4389,50
